Category	Vendor Number	Item Number	Item Description	Pack	Bottle Volume (ml)	State Bottle Cost
1071100	395	58885	Jose Cuervo Light Wild Berry Margarita	6	1750	$8.20 
1031200	205	40185	New Amsterdam Orange	24	375	$3.50 
1042100	240	28625	Hendrick's Gin	6	750	$17.92 
1011200	65	20286	Old Crow Traveler	12	750	$4.20 
1031080	55	35948	Fleischmann's Royal Vodka 80 Prf	6	1750	$7.18 
1012100	260	11347	Seagrams V.o. Bl Canadian Whisky	12	1000	$9.49 
1071100	395	58886	Jose Cuervo Light White Peach Margarita	6	1750	$8.20 
1081600	85	86807	Southern Comfort Bold Black Cherry	12	750	$9.85 
1081200	434	68842	St. Brendan's Superior Irish Cream Liqueur	12	1000	$10.68 
1031200	394	35527	Bakon Vodka	6	750	$11.84 
1032200	35	35934	Grey Goose Cherry Noir	6	750	$17.97 
1051010	259	52186	Christian Bros Grand Reserve Vsop	12	750	$6.55 
1011100	300	24728	Mccormick Blend Whiskey, Pet	6	1750	$7.66 
1062300	35	43210	Bacardi Wolf Berry	12	750	$8.33 
1081315	65	71446	After Shock Cinnamon Liqueur	12	750	$11.54 
1032200	395	33791	Three Olives Marilyn Monroe Strawberry	12	750	$10.17 
1031200	65	40678	Pucker Vodka Lemonade Lust	12	750	$9.45 
1031200	259	41320	Burnett's Watermelon	12	750	$4.84 
1032200	260	64711	Ciroc Peach	12	375	$9.00 
1062200	35	43048	Bacardi Select Rum	6	1750	$15.00 
1071100	330	62400	Margaritaville Classic Lime Margarita	6	1750	$7.02 
1081300	434	81406	Thunder 101 Peppermint Schnapps	12	750	$0.00 
1071100	421	59231	Ice Box Mudslide	6	1750	$6.75 
1081015	130	64136	Disaronno Amaretto	12	750	$12.86 
1101100	434	41846	Everclear Alcohol	12	750	$8.02 
1062200	35	43046	Bacardi Select Rum	12	750	$7.25 
1071100	380	76767	Phillips Long Island Iced Tea	12	1000	$3.98 
1011200	65	19112	Jim Beam Devil's Cut	12	750	$15.23 
1012300	240	15940	Tullamore Dew Irish Whisky	12	750	$12.37 
1062300	65	44476	Cruzan Coconut Rum	12	750	$6.82 
1062310	322	77317	Rondiaz Spiced Rum	12	1000	$6.67 
1011100	65	24466	Kessler Blend Whiskey Traveler	12	750	$5.51 
1081600	85	86887	Southern Comfort	12	1000	$12.97 
1082900	389	65896	Metaxa Ouzo	12	750	$10.50 
1011200	461	22155	Wild Turkey 101 Round	12	375	$6.25 
1081330	65	82846	Dekuyper Luscious Peachtree Schnapps	12	750	$5.30 
1031200	259	40359	Burnett's Strawberry Banana	12	750	$4.84 
1062310	395	46506	Kraken Black Spiced Rum	6	1750	$14.82 
1012300	370	15656	Jameson 12YR HA	12	750	$24.99 
1071100	55	57174	Chi-Chi's Skinny Margarita	6	1750	$6.49 
1031080	259	35418	Burnett's Vodka 80 Prf	6	1750	$9.78 
1041150	370	33266	Seagram's Orange Twisted Gin	12	750	$5.99 
1032200	277	34880	Stolichnaya Vanil	12	750	$11.99 
1031200	260	40604	Smirnoff Kissed Caramel	12	750	$8.25 
1081030	55	967706	Sabroso	12	750	$4.68 
1062300	260	43287	Captain Morgan Parrot Bay Mango	12	750	$7.49 
1071100	55	57157	Chi-Chi's Pina Colada W/rum	6	1750	$6.00 
1011200	461	22157	Wild Turkey 101	12	1000	$15.50 
1031080	55	35947	Fleischmann's Royal Vodka	12	1000	$4.00 
1081600	85	86888	Southern Comfort PET	6	1750	$19.15 
1031200	260	40939	Smirnoff Passion Fruit Vodka	12	750	$8.25 
1022100	410	88291	Patron Tequila Silver Mini	10	300	$20.30 
1022100	395	89215	Jose Cuervo Tradicional Reposado Tequila	12	750	$14.89 
1031200	260	40930	Smirnoff Grape Vodka	12	750	$7.96 
1071100	35	56846	Bacardi Party Drinks Rum Island Iced Tea	6	1750	$5.98 
1011300	85	86672	Jack Daniel's Tennessee Honey	12	1000	$16.92 
1031200	260	41719	Smirnoff Green Apple Vodka	12	750	$7.21 
1051010	259	52317	Christian Bros Brandy-Square	12	1000	$7.11 
1081200	305	73054	Rumchata	6	1750	$24.33 
1031200	260	77363	Smirnoff Sorbet Light Lemon	12	750	$8.25 
1031200	380	41876	Uv Coconut Vodka	12	750	$6.25 
1031200	461	40661	Skyy Infusions Coconut	12	750	$10.09 
1701100	260	866	Johnnie Walker Blue w/2 Glasses	3	750	$130.00 
1032200	370	33789	Absolut Cilantro	12	750	$11.49 
1031080	260	38006	Smirnoff Vodka Traveller	12	750	$7.59 
1081700	384	76040	Midnight Moon Strawberry	6	750	$11.50 
1031080	205	36971	New Amsterdam Vodka	6	1750	$13.32 
1081300	434	80577	Arrow Peppermint Schnapps	12	1000	$4.03 
1032200	370	34036	Absolut Pears	12	750	$11.00 
1041100	65	30238	Gilbey's Gin London Dry	6	1750	$10.49 
1071100	308	71529	Tooters Ala Bama Slama	12	375	$5.75 
1062300	260	43232	Captain Morgan Parrot Bay Key Lime	12	750	$7.49 
1011200	65	19478	Maker's Mark	6	1750	$34.64 
1032200	434	35692	Pearl Caramel Vodka	12	750	$7.86 
1012210	420	5133	Glenmorangie 10 Yr Single Malt Scotch	6	750	$22.99 
1011200	434	18196	Ezra Brooks 50 Mo Ky Sour Mash Bourbon	12	750	$6.84 
1031200	260	41796	Smirnoff Raspberry Vodka	12	750	$7.96 
1032200	277	34737	Stolichnaya Ohranj Vodka	12	1000	$15.97 
1062200	434	46351	Hawkeye Light Rum	12	1000	$4.22 
1032080	260	36871	Ciroc Luxury Vodka	12	750	$19.00 
1031080	260	37417	Popov Vodka 80 Prf	12	1000	$5.00 
1032200	370	34014	Absolut Apeach	12	750	$10.74 
1081030	421	73136	Chila Coffee Liqueur	12	750	$4.97 
1031200	380	40403	UV Peach	12	750	$6.50 
1062200	260	43328	Captain Morgan White	12	750	$8.50 
1012200	260	5318	Johnnie Walker Double Black	6	750	$22.47 
1052010	389	49186	Remy Martin Vsop Cognac	12	750	$21.98 
1081200	300	65200	Tequila Rose Liqueur	12	750	$8.49 
1081030	370	67527	Kahlua Coffee Liqueur	12	1000	$15.49 
1071100	395	58885	Jose Cuervo Light Wild Berry Margarita	6	1750	$7.70 
1081600	85	86916	Southern Comfort 100 Prf	12	750	$12.15 
1032080	277	34746	Stolichnaya Russian Vodka 80 Prf	12	750	$10.24 
1081600	260	66213	Piehole Pecan Pie	12	750	$7.49 
1031200	260	41786	Smirnoff Orange Vodka	12	750	$7.96 
1031080	55	35948	Fleischmann's Royal Vodka 80 Prf	6	1750	$6.64 
1011200	259	17956	Evan Williams Str Bourbon	12	750	$6.37 
1032200	115	35453	Svedka Cherry Vodka	12	750	$8.25 
1062310	240	45888	Sailor Jerry Spiced Navy Rum	6	1750	$17.82 
1081390	260	65061	Goldschlager Cinnamon Schnapps Mini	10	600	$15.04 
1032200	370	34076	Absolut Vanilia	12	750	$10.25 
1052010	65	47776	Courvoisier Vsop Cognac	12	750	$20.47 
1012210	240	4376	Balvenie 15yr Single Barrel Scotch	12	750	$37.85 
1041100	55	30058	Fleischmann's Gin	6	1750	$8.86 
1071100	55	57125	Chi-Chi's Gold Margarita	6	1750	$5.99 
1081305	55	84159	99 Apples	12	750	$9.50 
1032080	85	34326	Finlandia Imp Vodka 80prf	12	750	$8.57 
1011500	259	904976	Rittenhouse Rye 100 Proof-HA	12	750	$12.98 
1012100	421	12856	Rich & Rare Reserve	6	750	$6.50 
1012200	370	4725	Chivas Regal 12yr	12	375	$8.75 
1031200	380	41601	Uv Blue (raspberry) Vodka	12	375	$3.44 
1081020	434	85316	Paramount Anisette	12	750	$4.75 
1022100	410	89626	Patron Reposado Tequila	12	750	$28.00 
1081600	85	86883	Southern Comfort	48	200	$2.50 
1032080	370	34008	Absolut Swedish Vodka 80 Prf	6	1750	$19.88 
1031200	380	40411	UV Salty Watermelon	12	750	$6.25 
1031080	300	36901	McCormick Vodka Mini	6	500	$3.50 
1032200	395	35766	Three Olives "dude" Vodka	12	750	$9.96 
1041100	65	30247	Gilbey's Gin London Dry	12	1000	$6.34 
1082900	330	66936	Grangala Triple Orange Liqueur	12	750	$11.02 
1012100	65	10625	Canadian Club Whisky Pet	12	750	$7.88 
1031200	205	40598	New Amsterdam Red Berry	24	375	$3.50 
1081230	434	78866	Paramount Creme De Cacao/white	12	750	$4.65 
1012200	35	4868	Dewars White Label Scotch	6	1750	$26.66 
1012200	55	8826	Lauder's Scotch	12	750	$4.63 
1032200	260	64711	Ciroc Peach	12	375	$9.25 
1081200	300	65199	Tequila Rose Liqueur	12	1000	$9.50 
1011100	55	23708	Fleischmann's Preferred Bl Whiskey	6	1750	$7.33 
1012200	260	10009	Scoresby Rare Scotch	12	1000	$6.64 
1041100	205	31473	New Amsterdam Gin	6	1750	$13.31 
1012200	370	901702	Ballantines 17YO	6	750	$44.99 
1081200	330	80326	Mc Guires Original Cream Liqueur	12	750	$6.41 
1032080	260	34456	Ketel One Imported Vodka	12	750	$13.50 
1012200	260	5350	Johnnie Walker Green	6	750	$37.50 
1062310	260	43338	Captain Morgan Spiced Rum	6	1750	$16.99 
1051010	205	52563	E & J Xo Brandy	12	750	$7.99 
1011100	434	24156	Hawkeye Blend Whiskey	12	750	$3.50 
1011200	65	19486	Maker's 46	6	750	$22.04 
1701100	35	3326	Bacardi Oakheart w/Stein	6	750	$7.00 
1012100	260	10804	Crown Royal Regal Apple	44	200	$4.72 
1031200	380	40007	UV Sangria	12	750	$6.50 
1012100	971	14199	Pendleton Canadian Whisky	6	1750	$24.08 
1062200	35	43127	Bacardi Superior Rum	12	1000	$8.93 
1022100	969	89453	Kah Anejo	6	750	$32.83 
1011200	65	27408	Jim Beam Honey Mini	12	500	$4.70 
1042100	35	28231	Bombay Sapphire Gin Mini	10	600	$16.00 
1032200	35	35934	Grey Goose Cherry Noir	6	750	$18.49 
1031200	380	41696	Uv Green (apple) Vodka	12	750	$6.50 
1031200	205	40192	New Amsterdam Pineapple	24	375	$3.50 
1062200	35	43034	Bacardi Gold Rum	24	375	$4.30 
1031200	380	40621	UV Chocolate Cake Mini	6	500	$4.89 
1032200	277	34876	Stoli Strasberri Vodka	12	750	$11.99 
1081200	330	80458	Ryan's Cream Liqueur	6	1750	$10.54 
1081330	434	82126	Arrow Peach Schnapps	12	750	$4.34 
1012100	260	11296	Crown Royal	12	750	$14.00 
1011200	85	22228	Woodford Reserve Double Oaked	6	750	$28.28 
1031200	260	40965	Smirnoff Whipped Cream	12	750	$8.25 
1012300	370	915863	Redbreast 21yr HA	3	750	$124.99 
1032080	65	34578	Pinnacle Vodka	6	1750	$11.06 
1042100	35	28236	Bombay Sapphire Gin	12	750	$12.63 
1012100	55	12406	Canadian Ltd Whisky	12	750	$4.33 
1031200	260	40976	Smirnoff Cherry Vodka	12	750	$7.96 
1011200	259	17127	Cabin Still Str Bourbon	12	1000	$4.66 
1032200	370	34078	Absolut Vanilia	12	1000	$15.00 
1031200	380	40394	UV Candy Bar	12	750	$6.25 
1032080	65	34578	Pinnacle Vodka	6	1750	$10.43 
1012200	260	5347	Johnnie Walker Red Label Scotch	12	1000	$17.50 
1011250	259	18120	Evan Williams Vintage	6	750	$13.24 
1032200	395	33791	Three Olives Marilyn Monroe Strawberry	12	750	$9.96 
1081220	434	78456	Paramount Creme De Cacao/dark	12	750	$4.44 
1701100	85	3120	Jack Daniel's Tennessee Honey w/2 Glasses	12	750	$13.54 
1011400	85	26906	Jack Daniels Single Barrel Why.	6	750	$26.58 
1011100	65	22783	Beam's 8 Star Bl Whiskey	48	200	$1.16 
1022100	421	89916	Tortilla Gold Tequila	12	750	$6.20 
1022100	478	88780	Tres Agaves Blanco	6	750	$15.17 
1032200	65	35626	Pinnacle Whipped	12	750	$7.87 
1041100	370	32235	Seagrams Extra Dry Gin Pet	12	750	$5.99 
1052010	65	47782	Courvoisier VS	48	100	$2.38 
1011200	65	27410	Jim Beam Honey	12	750	$10.49 
1051010	115	53211	Paul Masson Vs Brandy Mini	10	600	$5.28 
1032200	370	34051	Absolut Raspberri	12	1000	$15.00 
1032080	370	34368	Fris Danish Vodka	6	1750	$9.99 
1012100	260	11293	Crown Royal Canadian Whisky	48	200	$4.71 
1022100	434	87596	El Mayor Blanco	6	750	$11.00 
1011200	461	22157	Wild Turkey 101	12	1000	$14.99 
1101100	434	41846	Everclear Alcohol	12	750	$8.75 
1062300	370	42676	Malibu Passion Fruit Rum	12	750	$7.50 
1011200	461	22155	Wild Turkey 101 Round	12	375	$6.00 
1081315	65	82613	Dekuyper Hot Damn!	24	375	$3.06 
1701100	492	220	Calumet Farm Bourbon VAP	6	750	$25.04 
1012200	305	4796	Cutty Sark Scotch	12	750	$9.90 
1081300	434	81406	Thunder 101 Peppermint Schnapps	12	750	$8.00 
1081390	260	69945	Rumple Minze Peppermint Schnapps Liqueur	12	375	$6.50 
1032080	255	34122	Crystal Head Vodka	6	750	$26.00 
1082900	461	64636	Campari Italian Aperitivo	12	750	$14.32 
1011200	55	21236	Ridgemont Reserve 1792	6	750	$16.12 
1031200	380	41692	Uv Blue (raspberry) Vodka	6	1750	$7.99 
1031200	260	77674	Smirnoff Green Apple	12	750	$8.25 
1051100	434	54448	Paramount Apricot Flavored Brandy	6	1750	$11.29 
1032080	370	904650	Fris Cherry Vodka	12	750	$5.13 
1042100	35	28233	Bombay Sapphire Gin	12	1000	$15.61 
1012100	65	15247	Windsor Canadian	12	1000	$6.81 
1031200	259	40151	Deep Eddy Cranberry Mini	6	600	$4.84 
1022100	421	89916	Tortilla Gold Tequila	12	750	$6.34 
1011300	85	26822	Jack Daniels Black Label	48	100	$1.74 
1062200	35	43127	Bacardi Superior Rum	12	1000	$8.75 
1011100	492	27433	Bird Dog Peach Flavored Whiskey	6	750	$10.00 
1011200	65	19063	Jim Beam	48	200	$3.41 
1032080	260	34458	Ketel One Imported Vodka	6	1750	$24.00 
1062310	260	43338	Captain Morgan Spiced Rum	6	1750	$17.00 
1031200	259	41320	Burnett's Watermelon	12	750	$4.18 
1081390	260	65061	Goldschlager Cinnamon Schnapps Mini	10	600	$15.63 
1082900	461	64996	Frangelico Liqueur	12	750	$13.01 
1022100	205	89533	Familia Camarena Reposado	12	750	$9.99 
1042100	260	28868	Tanqueray Gin	6	1750	$24.50 
1071100	395	58860	Jose Cuervo Mango Margarita	6	1750	$8.20 
1042100	260	28868	Tanqueray Gin	6	1750	$24.99 
1062200	35	43046	Bacardi Select Rum	12	750	$7.53 
1071100	35	57092	Bacardi Classic Cocktails Strawberry Daiquiri	6	1750	$8.50 
1051010	205	52595	E & J Vs Brandy Travelers	12	750	$5.92 
1012200	35	4867	Dewars White Label Scotch	12	1000	$17.50 
1081400	434	86507	Paramount Triple Sec	12	1000	$3.84 
1031080	260	37416	Popov Vodka 80 Prf	12	750	$4.50 
1032200	115	34823	Svedka Clementine Vodka	12	750	$7.97 
1032200	395	36010	Three Olives Smores	12	750	$10.16 
1062300	229	46753	Havana Judge White	12	750	$5.08 
1082900	65	67006	Midori Melon Liqueur	12	750	$10.97 
1011200	259	17958	Evan Williams Yr Str Bourbon	6	1750	$12.15 
1022100	434	89386	Juarez Tequila Gold	12	750	$6.50 
1071100	395	58868	Jose Cuervo Authentic Strawberry Margarita	6	1750	$7.70 
1031200	260	41116	Jeremiah Weed Peach Sweet Tea	12	750	$9.65 
1012200	305	4936	Famous Grouse Scotch	12	750	$11.49 
1011300	85	26827	Jack Daniels Old #7 Black Lbl	12	1000	$18.38 
1032200	35	934266	Grey Goose Le Citron	6	1000	$22.00 
1012100	115	11588	Black Velvet Reserve	6	1750	$12.99 
1081315	65	82618	Dekuyper Hot Damn! Pet	6	1750	$11.54 
1032200	434	35699	Pearl Cucumber Vodka	12	750	$7.86 
1062300	259	43076	Admiral Nelson Coconut Rum	12	750	$5.77 
1011200	85	22216	Woodford Reserve Bourbon	6	750	$20.50 
1032200	434	33893	Pearl Cherry	12	750	$7.86 
1032080	260	34164	Ciroc Luxury Vodka	24	200	$5.00 
1062100	461	42006	Appleton Signature Blend	12	750	$8.97 
1031080	259	35418	Burnett's Vodka 80 Prf	6	1750	$9.79 
1032200	370	34052	Absolut Raspberri	12	750	$11.00 
1011250	65	19116	Jim Beam Single Barrel	6	750	$18.37 
1032200	277	34881	Stolichnaya Vanil Vodka 75 Proof	12	1000	$16.80 
1011100	65	24453	Kessler Blend Whiskey	48	200	$1.76 
1022100	35	89121	Cazadores Reposado	12	750	$18.66 
1011100	300	25966	Triple Crown Blended Whiskey	12	750	$9.00 
1031200	260	77719	Smirnoff Pomegranate	12	750	$8.25 
1081390	260	65065	Goldschlager Cinnamon Schnapps	12	375	$6.75 
1701100	370	33554	Absolut Warhol	12	750	$11.49 
1032200	260	64722	Ciroc Peach	24	200	$5.00 
1071100	434	63522	Salvador's Margarita 4pak	6	800	$3.54 
1081390	260	65066	Goldschlager Cinnamon Schnapps	12	750	$13.00 
1082900	461	64636	Campari Italian Aperitivo	12	750	$15.00 
1012210	370	5061	Glenlivet 15 Year French Oak	6	750	$29.98 
1012200	370	4716	Chivas Regal 12 Yr	12	750	$18.00 
1032200	260	64713	Ciroc Peach	12	1000	$22.75 
1062300	65	44557	Cruzan Strawberry Rum	12	750	$6.82 
1081600	85	86885	Southern Comfort Pet	12	750	$10.33 
1012100	115	10550	Black Velvet Toasted Caramel	12	750	$6.25 
1031200	260	41715	Smirnoff Cranberry Vodka	12	750	$7.96 
1081200	300	68611	McCormick's Irish Cream	12	750	$5.40 
1011200	65	19064	Jim Beam	24	375	$4.98 
1062300	35	43116	Bacardi O	12	750	$8.50 
1071100	55	57144	Chi-Chi's White Russian	6	1750	$6.50 
1062050	389	42666	Mt. Gay Eclipse Rum	12	750	$8.49 
1081030	370	67527	Kahlua Coffee Liqueur	12	1000	$14.81 
1032200	421	34849	Van Gogh Peanut Butter and Jelly Vodka	6	750	$13.17 
1081900	461	77768	Wild Turkey American Honey Sting	12	750	$10.50 
1081330	65	82849	Dekuyper Peachtree Schnapps Pet	6	1750	$11.02 
1031200	260	40949	Smirnoff Fluffed Marshmallow	12	750	$8.25 
1011200	65	19096	Jim Beam Traveler	12	750	$9.44 
1022100	330	88036	Margaritaville Silver Tequila	12	750	$7.01 
1032080	100	36235	La Collection Race Car	6	1000	$27.00 
1032080	65	904089	Vox Vodka	6	750	$13.64 
1031200	85	40694	Little Black Dress Blueberry Pomegranate	12	750	$7.88 
1081200	260	68036	Bailey's Original Irish Cream	12	750	$12.41 
1031080	434	36307	Hawkeye Vodka	12	1000	$3.94 
1071100	55	57120	Chi-Chi's Long Island Iced Tea	6	1750	$6.49 
1012100	971	14199	Pendleton Canadian Whisky	6	1750	$23.41 
1032200	395	35766	Three Olives "dude" Vodka	12	750	$11.16 
1031080	259	35418	Burnett's Vodka 80 Prf	6	1750	$8.79 
1032200	65	35953	Pinnacle Pineapple	12	750	$7.88 
1031200	259	41413	Burnett's Pineapple	12	750	$4.00 
1081200	260	68047	Bailey's Hazelnut Irish Cream	12	750	$13.00 
1701100	962	80141	Forbidden Secret Pumpkin Spice Liqueur	6	750	$11.62 
1011100	260	25603	Seagrams 7 Crown Bl Whiskey	48	200	$1.85 
1022100	115	87270	Casa Noble Reposado	6	750	$25.00 
1012200	260	5345	Johnnie Walker Red	24	375	$7.50 
1032080	395	34919	Three Olives Vodka	6	1750	$16.00 
1081900	322	75213	Kinky Blue	12	375	$5.00 
1701100	260	1400	Crown Royal w/2 Glasses	6	750	$15.00 
1041100	55	30056	Fleischmann's Gin	12	750	$3.32 
1022100	260	89175	Don Julio Anejo Tequila	6	750	$32.00 
1062300	260	43409	Captain Morgan Parrot Bay Coconut	12	1000	$9.50 
1062310	434	44657	Lady Bligh Spiced Rum	12	1000	$6.33 
1081900	65	74790	Ice Surge Berry Blizzard	12	750	$8.92 
1081200	306	80236	Iowish Cream Liqueur	6	750	$10.17 
1071100	55	57174	Chi-Chi's Skinny Margarita	6	1750	$5.99 
1032200	65	35626	Pinnacle Whipped	12	750	$7.88 
1032200	65	35743	Pinnacle Chocolate Whipped	12	750	$6.87 
1042100	240	28625	Hendrick's Gin	6	750	$16.25 
1012200	260	5288	J & B Rare Scotch	6	1750	$22.50 
1062300	35	43134	Bacardi Limon	12	375	$4.67 
1701100	65	457	Maker's Mark Co-Pack	6	750	$20.99 
1031200	260	77875	Smirnoff Sours Green Apple	12	750	$8.25 
1031080	300	38169	360 Vodka	12	750	$7.52 
1032200	370	34117	Absolut Mandrin	12	1000	$14.99 
1011200	65	27680	Jim Beam Kentucky Fire Mini	12	500	$4.70 
1012200	55	8824	Lauder's	24	375	$3.00 
1011200	65	19476	Maker's Mark	12	750	$16.00 
1031200	380	42151	UV Ruby Red Grapefruit Mini	6	500	$4.90 
1071100	198	62496	Middle Sister Margarita	6	750	$8.00 
1041100	434	31656	Paramount Gin	12	750	$3.40 
1081200	259	80145	Fulton''s Harvest Pumpkin Liqueur	12	750	$5.43 
1032080	260	34458	Ketel One Imported Vodka	6	1750	$24.49 
1081390	260	69945	Rumple Minze Peppermint Schnapps Liqueur	12	375	$7.13 
1081300	380	83370	Ice Hole Mint Schnapps	12	750	$4.90 
1012200	260	5349	Johnnie Walker Red	6	1750	$26.75 
1031200	260	41077	Jeremiah Weed Sweet Tea	12	1000	$10.50 
1081900	322	75208	Kinky Liqueur Mini	6	500	$7.47 
1031080	305	36006	Fuzzy's Ultra Premium Vodka	6	750	$15.17 
1031200	394	35527	Bakon Vodka	6	750	$14.99 
1031100	434	36301	Hawkeye Vodka 80 Prf Mini	12	500	$4.13 
1031200	421	41161	Rain Cucumber Vodka	12	750	$7.50 
1022100	461	87250	Cabo Wabo Blanco	6	750	$13.42 
1031080	205	36965	New Amsterdam Vodka Mini	12	500	$5.54 
1081600	380	27585	Hot Stuff	12	750	$7.15 
1012100	65	10632	Canadian Club Reserve Triple Aged	12	750	$9.45 
1032200	260	64711	Ciroc Peach	12	375	$8.50 
1081600	260	66199	Piehole Apple Pie Mini	12	500	$4.90 
1081210	65	903601	Dekuyper Creme De Almond	12	750	$5.25 
1022100	240	88116	Milagro Silver Tequila	6	750	$15.69 
1031200	461	40465	Skyy Infusions Wild Strawberry	12	750	$10.01 
1062200	35	43036	Bacardi Gold Rum	12	750	$7.54 
1041100	259	29568	Burnett's Gin London Dry	6	1750	$9.06 
1081380	55	84153	99 Cinnamon	12	750	$7.80 
1031080	260	37996	Smirnoff Vodka 80 Prf	12	750	$7.75 
1041100	434	29728	Calvert Gin	6	1750	$6.81 
1062300	35	43051	Bacardi Dragon Berry	12	750	$8.26 
1031080	260	37998	Smirnoff Vodka 80 Prf	6	1750	$14.00 
1012100	461	10890	Forty Creek	12	750	$10.00 
1011500	65	27056	Jim Beam Rye	12	750	$11.02 
1701100	260	361	Bailey's Original Irish Cream w/4 Shot Glasses	6	750	$13.25 
1032200	370	33983	Absolut Berri Acai	12	750	$11.00 
1011100	297	23827	Five Star	12	1000	$4.36 
1071100	55	57129	Chi-Chi's Mexican Mudslide	6	1750	$6.00 
1031200	260	77709	Smirnoff Peach	12	750	$8.25 
1022100	35	89099	Cazadores Anejo	6	750	$19.48 
1031200	260	41922	Smirnoff Peach Vodka	12	750	$8.25 
1031200	260	41806	Smirnoff Vanilla Vodka	12	750	$8.25 
1011200	55	21594	Ten High	24	375	$2.95 
1101100	434	41846	Everclear Alcohol	12	750	$8.50 
1081900	259	72722	Christian Bros Honey	12	750	$5.42 
1011100	65	24458	Kessler Blend Whiskey	6	1750	$10.02 
1022200	85	3657	Herradura Gold Reposado 6pak	6	750	$23.58 
1041100	205	31472	New Amsterdam Gin	24	200	$2.04 
1031080	322	36591	Kinky Vodka Mini	6	500	$4.95 
1071100	260	63894	Tgif On The Rocks White Russian	12	750	$3.82 
1032200	395	35964	Three Olives Loopy Flavored Vodka	12	750	$9.96 
1011200	421	903973	Ancient Ancient Age 10 Star Bourbon	6	1750	$13.15 
1031200	259	40637	Burnett's Sugar Cookie	12	750	$4.16 
1012200	260	4626	Buchanan's 12 Yr Deluxe Scotch	12	750	$21.99 
1082900	192	65251	Jagermeister Liqueur Mini	5	1200	$26.50 
1032200	434	33921	Pearl Apple Pie	12	750	$7.85 
1012200	305	4556	Black Grouse	12	750	$13.53 
1012300	65	15737	2 Gingers Mini	1	4800	$45.12 
1081600	85	86885	Southern Comfort Pet	12	750	$9.36 
1032200	395	34959	Three Olives Raspberry Vodka	12	750	$10.16 
1032200	65	34630	Pinnacle Strawberry-Kiwi Vodka	12	750	$6.87 
1031200	260	77637	Smirnoff Cherry	12	750	$8.25 
1051010	205	52579	E & J Vsop Superior Reserve Mini	12	500	$5.91 
1062310	259	43984	Admiral Nelson Cherry Spiced Rum	12	750	$5.77 
1701100	85	3120	Jack Daniel's Tennessee Honey w/2 Glasses	12	750	$14.53 
1011200	259	17956	Evan Williams Str Bourbon	12	750	$5.71 
1032200	65	33559	Pinnacle Habanero	12	750	$6.88 
1081380	55	84144	99 Grapes	12	750	$9.50 
1701100	259	3899	Blackheart w/Rock Glasses	6	750	$7.94 
